FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,toilette_type,etab_nom,geometry
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a8a,Savanes,Tône,Tône 4,Louanga,{Latrines seches},Epp Olongou,POINT (0.3389983879167435 10.878388886664528)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a8b,Savanes,Tône,Tône 4,Louanga,{Latrines seches},Epp Olongou,POINT (0.3390732458358527 10.878334530337654)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a8c,Savanes,Tône,Tône 4,Louanga,{Latrines seches},Epp Tomonle,POINT (0.3292237850007643 10.831589786564518)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a8d,Savanes,Tône,Tône 4,Louanga,{Latrines seches},Epc Afounga,POINT (0.3483733333333345 10.863838333333335)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a8e,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Epc Kantindi,POINT (0.276233333333334 10.893477654421632)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a8f,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Jep Nagbandja,POINT (0.2512400000000001 10.95691)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a90,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Nsp,POINT (0.2749133333333324 10.937381666666663)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a91,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Epc Nambonga,POINT (0.2832038074949362 10.878311720206204)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a92,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Epp Nagbandja Groupe A,POINT (0.2506749999999992 10.956896666666665)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a93,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Epp Oubitenligou Ga,POINT (0.2749249999999996 10.937253333333338)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a94,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Epp Oubitenligou,POINT (0.2748266666666661 10.937275)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a95,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Nsp,POINT (0.2593533333333344 10.916699999999995)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a96,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Epp Dakpante,POINT (0.259275 10.917355)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a97,Savanes,Tône,Tône 4,Kantindi,{Latrines seches},Epp Kabinlagou,POINT (0.293608333333334 10.91512)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a98,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},S_sa_epp_yemboate,POINT (0.297238333333334 11.041413333333328)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a99,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Epp Kpassongue,POINT (0.2836116666666667 11.027048333333335)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a9a,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Epp Kpatchiate,POINT (0.317316666666668 11.042018333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a9b,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Epp Yemboate,POINT (0.2973333333333336 11.041119999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a9c,Savanes,Tône,Tône 4,Sanfatoute,"{WCs,Latrines seches}",Epp Yemboate,POINT (0.2972683333333334 11.041225000000004)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a9d,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Epp Kpassongue,POINT (0.2832816666666667 11.027738333333332)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a9e,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Epp Nyumpiog,POINT (0.2864915222514253 11.000698247637917)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1a9f,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Ceg Lycee Tidonte,POINT (0.2989750000000012 10.993269999999995)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa0,Savanes,Tône,Tône 4,Sanfatoute,{autre},Epp Kpassongue,POINT (0.2834749999999999 11.027441666666668)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa1,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Epp Walouak,POINT (0.3210664827351535 11.00909864299483)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa2,Savanes,Tône,Tône 4,Sanfatoute,{Latrines seches},Epp Kpatchiate,POINT (0.3172800000000005 11.041955)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa3,Maritime,Vo,Vo 2,Anyron-Kopé,{WCs},Nsp,POINT (1.5702638851229456 6.246979519386403)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa4,Maritime,Vo,Vo 1,Vogan,{Latrines seches},Nsp,POINT (1.5151059789171932 6.393407206683068)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa5,Maritime,Vo,Vo 1,Vo-Koutimé,{WCs},Nsp,POINT (1.5865883333333335 6.327411666666666)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Latrines a eau}",Nsp,POINT (1.2351916622719983 6.207559856296876)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines a eau,Douches}",Nsp,POINT (1.1753090448898904 6.232500498522833)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Latrines a eau}",Nsp,POINT (1.2351916622719978 6.207556351272203)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aa9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Douches},Nsp,POINT (1.2351695321255576 6.207586788001188)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aaa,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Pissotieres}",Nsp,POINT (1.1881499289214963 6.21048816200204)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aab,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1753221931896098 6.2325017618163185)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aac,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Pissotieres}",Nsp,POINT (1.1881274653175988 6.210514590891613)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aad,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Pissotieres}",Nsp,POINT (1.1881968791763868 6.210436929934222)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aae,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.181096348585489 6.22514235093829)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aaf,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1743326475409341 6.239725031817307)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1754791810857317 6.230821790872857)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines seches,Pissotieres}",Nsp,POINT (1.1851305218567374 6.242268259758124)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Pissotieres,WCs}",Nsp,POINT (1.1708780752640162 6.240395318596366)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.189019519210757 6.22060575035163)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines a eau,Douches}",Nsp,POINT (1.1754964907762289 6.230824057383767)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Pissotieres,Latrines seches}",Nsp,POINT (1.2207339393087882 6.233502872439652)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines seches,Douches}",Nsp,POINT (1.1954677280383494 6.23165695590431)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Pissotieres},Nsp,POINT (1.1890066171711284 6.220611786411373)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2161356414853934 6.217609275034555)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ab9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2227386583789306 6.228597962387995)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aba,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{autre},Nsp,POINT (1.1969765394762195 6.252341735837564)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1abb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.200691666666667 6.214178333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1abc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2090813128354634 6.230595952925166)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1abd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2000890570617386 6.214331941027818)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1abe,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,Nsp,POINT (1.2054333333333334 6.244326666666665)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1abf,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.1933094123431354 6.226431416614741)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.193181724185625 6.226378098094785)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac1,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.233199999999999 6.245059999999998)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac2,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines seches},Nsp,POINT (1.2331016666666668 6.245019999999997)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2205633333333354 6.220949999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2178886320185263 6.232420126960749)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Pissotieres,Latrines seches}",Nsp,POINT (1.2183222034413534 6.23240251506662)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.202825540031489 6.2356685089846655)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1721235333385471 6.252001855197728)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2157685087477903 6.234463629993482)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ac9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2079271145467747 6.21920628768745)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aca,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines a eau,Pissotieres}",Nsp,POINT (1.2074174726435791 6.219260913346487)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1acb,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,{WCs},Nsp,POINT (1.155661666666666 6.2379500000000005)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1acc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2146950282394369 6.221411854222323)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1acd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1991400206005636 6.250260205309353)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ace,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.1921559488889746 6.220038651826027)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1acf,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Douches}",Nsp,POINT (1.1806770112605143 6.234978274400975)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1982939406447026 6.215104801701277)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2230684847399527 6.219814477822951)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.207933027363966 6.230555604241905)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1936066666666667 6.224621666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.1686966666666658 6.232773333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1967235043955862 6.2520140123106565)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Douches},Nsp,POINT (1.2054767447340495 6.250803215312)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2055775321653388 6.250183315873642)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.183954436796959 6.235605398978172)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ad9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.208743333333333 6.221748333333333)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ada,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Pissotieres,Latrines seches}",Nsp,POINT (1.1834799999999999 6.235131666666664)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1adb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.2054014793893093 6.250896571657879)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1adc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2055716666666667 6.230225000000002)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1add,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2039141680350212 6.248535122809355)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ade,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Douches},Nsp,POINT (1.2048051073440202 6.246939286879067)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1adf,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1965496876023973 6.238887127115373)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1869094616244504 6.233563957620787)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.169376354017052 6.227714053660522)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Latrines a eau}",Nsp,POINT (1.1951814316640592 6.24039127670352)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.196327685180305 6.238622738689804)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1925933333333343 6.23971)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1869475704945716 6.234203983257674)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2232469821844836 6.226020559719877)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2290736515142078 6.223084803395518)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2287441998757884 6.223025240108839)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1ae9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Pissotieres},Nsp,POINT (1.2284566666666674 6.222756666666667)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aea,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1880767950069226 6.22570312992339)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aeb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.2244881431219043 6.227428117250395)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aec,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2246966677803626 6.2213875322714145)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aed,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2186433333333333 6.222530000000003)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aee,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.2146878417785811 6.227274814487581)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aef,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Douches},Nsp,POINT (1.216308785623934 6.227284919841854)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1901893958507903 6.239695830286982)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1734262126670691 6.232112386198454)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Latrines a eau,Pissotieres}",Nsp,POINT (1.1731123140417858 6.233227828437252)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1901816906064469 6.239722460052225)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.2131183333333333 6.22081)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2197466666666665 6.232178333333331)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Douches,WCs}",Nsp,POINT (1.197325459436576 6.243904874153247)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2042283333333332 6.211069999999999)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2121100000000005 6.224876666666668)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1af9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Douches,WCs}",Nsp,POINT (1.1975899377760253 6.222171642980195)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1afa,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{Pissotieres,WCs}",Nsp,POINT (1.2054837394417959 6.212611112685996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1afb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2010316666666683 6.220188333333331)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1afc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1733470820651388 6.2330271629546345)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1afd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines a eau},Nsp,POINT (1.1776993643069722 6.263021810334986)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1afe,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,{Latrines a eau},Nsp,POINT (1.181487203249904 6.2625564784060765)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1aff,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.2253844527057347 6.217094968493004)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b00,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.1763541093176437 6.260072668162454)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b01,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"{WCs,Douches}",Nsp,POINT (1.2203866666666676 6.233198333333334)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b02,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.1722000000000008 6.261709999999996)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b03,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Pissotieres},Nsp,POINT (1.1807691321964895 6.228640933448586)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b04,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{WCs},Nsp,POINT (1.227004182367041 6.219121530041191)
_mview_educ_toilettes_etablissement_scolaire.fid--830921d_193db4998a0_1b05,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,{Latrines seches},Nsp,POINT (1.176377060583184 6.260078896121622)
