id,number,joint_subproject_number,title,type,subproject_type_designation,sector,works_type,component,projects,financiers,status,current_status_of_the_site,progress_percent,progress_value,estimated_cost,contract_amount_work_companies,total_contract_amount_paid,amount_of_the_care_and_maintenance_fund_expected,care_and_maintenance_amount_on_village_account,date_signature_contract_work_companies,date_signature_contract_efme,contract_companies_amount_for_efme,date_signature_contract_controllers_in_SES,date_of_signature_of_contract_for_construction_supervisors,approval_date_cora,launch_date,expected_duration,expected_end_date,work_completion_date,date_of_technical_acceptance_of_work,date_of_provisional_acceptance_of_work,official_handover_date_to_community,existence_of_maintenance_plan,wave,number_of_classrooms,number_of_infrastructures,population,direct_beneficiaries_men,direct_beneficiaries_women,women_s_group,youth_group,breeders_farmers_group,ethnic_minority_group,date_of_organization_of_the_social_audit,number_of_participants_m_in_social_audit,number_of_participants_w_in_social_audit,number_of_participants_t_in_social_audit,beneficiary_villages_count,beneficiary_villages,list_of_villages_crossed_by_track_or_electrification,infrastructure_changed,infrastructure_deleted,level_of_achievement_donation_certificate,comments,location_name,latitude,longitude,hierarchy,geometry,link_to_subproject,depth_of_drilling,drilling_flow_rate,number_of_latrine_blocks,has_latrine_blocs,storage_capacity,official_handover_date_to_sector,length_of_the_track,extension_length,number_of_drinking_fountains,estimated_number_of_beneficiaries,refugee_and_internally_displaced_persons_group,has_fence,number_of_sections_of_track_developed,amount_of_the_controllers_contract_in_SES,amount_of_the_contract_for_construction_supervisors,date_signature_contract_facilitator,amount_of_the_facilitator_contract,amount_spent_on_completing_the_infrastructure,amount_spent_on_infrastructure_up_to_provisional_acceptance,number_of_streetlights,distance_covered_by_streetlights,canton,market_name
1503,919,542,Construction d'un bâtiment scoalaire de 4 classes au Lycée de Mondofoali,Bâtiments scolaires au second cycle du secondaire (Lycée),Subproject,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Remise de l'ouvrage à la communauté 100.0%,Réception provisoire,100.0,100.0,40926108.0,29120563.0,29120563.0,,,2025-10-23,,4084280.0,,,2025-11-10,2025-11-20,4.0,2026-03-20,2026-04-30,2026-05-07,2026-05-07,2026-05-07,False,,4.0,1,896.0,416.0,481.0,,,,,,,,,1,3972,[],,False,,,MONDOFOALI,0.0,0.0,MONDOFOALI > MANDOURI > KPENDJAL 1 > KPENDJAL > SAVANES,POINT(0.0 0.0),,,,,,,,,,,,,,,,,,,29120563.0,29120563.0,,,,
1516,932,300,Construction d'un bâtiment scolaire de 3 classes + 2 blocs de lotrines,Bâtiments scolaires au primaire,Subproject,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,,100.0,37000000.0,19372224.0,19372224.0,,250000.0,2025-06-26,,,,,2023-09-08,2025-08-05,5.0,2026-01-05,2025-12-17,2025-12-17,2025-12-17,,False,4,3.0,1,1300.0,500.0,800.0,,,,,,,,,1,2457,[],True,False,N/A (ancien site),,PADORI,,,PADORI > SADORI > OTI 1 > OTI > SAVANES,,,,,,,,,,,,,,,,,,,,,,,,,
1520,936,446,Réhabilitation d'un bâtiment scolaire de 3 salles de classes+blocs latrines+bureau + Forage photovoltaïque à l'EPP GBETI,Bâtiments scolaires au primaire,Infrastructure,Education,Réhabilitation,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,,100.0,35000000.0,23693255.0,23693255.0,,250000.0,2025-09-24,,,,,,2025-10-15,4.0,2026-02-15,2026-03-09,,2026-03-25,,False,6,3.0,1,849.0,409.0,430.0,,,,,,,,,1,4684,[],,False,,,GBETI,,,GBETI > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,,1499.0,,,,,,,,,,400.0,,,,,,,,,,,,,
1521,937,448,Construction d'un JEP de deux (2) classes+forage photovoltaïque,Bâtiments scolaires au préscolaire,Infrastructure,Education,Construction et équipement,COMPOSANTE 1.1,COSO,Banque Mondiale,Achevé 100.0%,Achevé,,100.0,30000000.0,33270053.0,33270053.0,,250000.0,2025-06-13,,,,,,2025-07-01,5.0,2025-12-01,2026-02-15,,,,False,6,2.0,1,580.0,200.0,380.0,,,,,,,,,1,4696,[],,False,Maire,,BAKANOU,,,BAKANOU > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,,1129.0,,,,,,,,,,500.0,,,,,,,,,,,,,
1809,955,28,Construction d’un bâtiment scolaire de 4 classes +bureau – magasin +forage +mobilier+ 1 bloc administratif au CEG,Bloc administratif d'école,Infrastructure,Education,Construction,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,,100.0,,8184612.0,8184612.0,,,2025-01-24,,,,,,2025-01-30,3.0,2025-04-29,2025-11-24,2025-11-24,2025-11-24,2025-10-31,False,New ouv,0.0,1,,,,,,,,2025-10-17,53.0,57.0,110.0,1,1950,[],,False,Juge,,WAZE,,,WAZE > PAGOUDA > BINAH 1 > BINAH > KARA,,624.0,,,,,,2025-10-31,,,,,,,,,,,,,,,,,
1810,956,445,Construction et équipement d'un jardin d'enfan à l'EPP KOUNGNERIE ,Clôtures d’école,Infrastructure,Education,Construction et équipement,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,,100.0,,,,,250000.0,2025-03-19,,,,,,2025-04-22,5.0,2025-09-22,2025-11-24,2025-11-24,2025-11-24,,False,New ouv,0.0,1,,,,,,,,,,,,1,4691,[],,False,Maire,,KOUGNIERI,0.0,0.0,KOUGNIERI > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,POINT(0.0 0.0),1125.0,,,,,,,,,,,,,,,,,,,,,,,
1811,959,448,Construction d'un JEP de deux (2) classes+forage photovoltaïque,Clôtures d’école,Infrastructure,Education,,COMPOSANTE 1.1,COSO,Banque Mondiale,Achevé 100.0%,Achevé,,100.0,,,,,,2025-06-13,,,,,,2025-07-01,5.0,2025-12-01,2026-02-15,,,,False,New ouv,0.0,1,,,,,,,,,,,,1,4696,[],,False,Maire,,BAKANOU,,,BAKANOU > MOGOU > OTI SUD 1 > OTI SUD > SAVANES,,1129.0,,,,,,,,,,,,,,,,,,,,,,,
1828,1239,242,,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,,100.0,,,,,,,,,,,,2024-06-11,5.0,2024-09-13,2026-02-15,,2026-02-19,,False,New ouv,0.0,1,,,,,,,,,,,,1,2434,[],,False,,,FAREO,,,FAREO > FARE > OTI 1 > OTI > SAVANES,,881.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1829,1240,300,Construction d'un bâtiment scolaire de 3 classes + 2 blocs de lotrines,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception provisoire 100.0%,Réception provisoire,,100.0,,,,,,2025-06-26,,,,,,2025-08-05,5.0,2026-01-05,2025-12-17,2025-12-17,2025-12-17,,False,New ouv,0.0,1,,,,,,,,,,,,1,2457,[],,False,,,PADORI,,,PADORI > SADORI > OTI 1 > OTI > SAVANES,,1516.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1971,1453,122,,Blocs de latrines dans les établissements scolaires,Infrastructure,Education,,COMPOSANTE 1.1,COSO,Banque Mondiale,Réception définitive 100.0%,Réception définitive,,100.0,,,,,,,,,,,,2023-03-22,5.0,2023-08-20,2025-12-07,,2025-12-07,2025-12-07,False,,,1,,,,,,,,,,,,1,2092,[],,False,,,SAFOBE 1,0.0,0.0,SAFOBE 1 > TIMBOU > CINKASSE 2 > CINKASSE > SAVANES,POINT(0.0 0.0),739.0,,,,,,,,,,,,,,,,,,,,,,,
